DATE,Housing NE,Housing MW,Housing W,Housing S,Housing NE Change QOQ,Housing MW Change QOQ,Housing W Change QOQ,Housing S Change QOQ,Housing NE Change QOQ (Norm),Housing MW Change QOQ (Norm),Housing W Change QOQ (Norm),Housing S Change QOQ (Norm),Fed Funds,Fed Funds Change QOQ,Fed Funds Change QOQ (Norm),Unemployment,UE QOQ Change,UE QOQ Change (Norm),Personal Income
10/1/16,497000,335200,438500,325200,-0.192526401,0.07264,0.003202928,0.030091859,-0.212082297,0.058894063,-0.011569834,0.01680554,0.45,0.134453782,0.121561465,4.7,-0.040540541,-0.037171615,31099
1/1/17,645800,329200,434700,327200,0.299396378,-0.017899761,-0.008665906,0.006150062,0.279840483,-0.031645699,-0.023438668,-0.007136258,0.7,0.555555556,0.542663239,4.7,-0.014084507,-0.010715582,31099
4/1/17,583500,322300,432700,336100,-0.096469495,-0.020959903,-0.004600874,0.027200489,-0.11602539,-0.03470584,-0.019373636,0.01391417,0.95,0.357142857,0.344250541,4.3,-0.071428571,-0.068059646,31099
7/1/17,536200,316500,451400,334000,-0.081062554,-0.017995656,0.043217009,-0.00624814,-0.100618449,-0.031741593,0.028444248,-0.01953446,1.153333333,0.214035088,0.201142772,4.3,-0.007692308,-0.004323382,31099
10/1/17,683200,322800,486800,340400,0.274151436,0.019905213,0.078422685,0.019161677,0.254595541,0.006159276,0.063649923,0.005875357,1.203333333,0.043352601,0.030460285,4.1,-0.046511628,-0.043142702,31099
1/1/18,514600,326300,456800,329900,-0.246779859,0.010842627,-0.061626952,-0.030846063,-0.266335755,-0.00290331,-0.076399713,-0.044132383,1.446666667,0.202216066,0.18932375,4.1,0,0.003368926,31099
4/1/18,576600,316600,483700,327200,0.120481928,-0.029727245,0.058887916,-0.008184298,0.100926032,-0.043473182,0.044115154,-0.021470618,1.736666667,0.200460829,0.187568513,3.9,-0.048780488,-0.045411562,31099
7/1/18,693900,343000,462000,338700,0.203433923,0.083385976,-0.044862518,0.035146699,0.183878028,0.069640039,-0.05963528,0.02186038,1.923333333,0.107485605,0.094593288,3.8,-0.017094017,-0.013725092,31099
,,,,,,,,,,,,,,,,,,,
,,,,,0.019555895,0.013745937,0.014772762,0.013286319,,,,,,0.012892316,,,-0.003368926,,
