DATE,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Communication Services,Utilities,All
7/1/2017,714.0551,566.83,477.91,409.59,916.93,582.92,940.28,337.42,199.01,154.03,263.77,2423.41
8/1/2017,726.6456,569.04,489.57,416.17,923.11,582.99,980.4,342.02,201.24,161.84,270.04,2470.3
9/1/2017,712.1257,561.81,461.61,408.45,938.28,582.01,1012.14,344.67,202.98,156.85,277.28,2471.65
10/1/2017,717.4718,555.39,506.72,429.08,946.31,604.38,1018.15,356.15,199.2,162.37,268.97,2519.36
11/1/2017,731.9747,546.55,503.07,441.16,938.35,605.29,1096.28,369.69,200.55,148.26,279.35,2575.26
12/1/2017,767.8214,576.07,509.28,455.61,963.64,626.69,1106.53,372.44,205.91,157.01,285.52,2647.58
1/1/2018,785.3293,587.39,533.41,463.94,956.32,637.81,1106.18,378.94,203.86,166.07,267.37,2673.61
2/1/2018,857.8785,595.65,553.45,493.45,1019.08,671.32,1189.88,394.5,199.9,165,259.07,2823.81
3/1/2018,827.3513,548.98,490.67,478.88,971.88,642.76,1188.55,372.92,185.98,153.36,247.7,2713.83
4/1/2018,806.9718,541.73,498.29,457.53,940.73,624.95,1141.62,356.34,192.05,151.65,256.14,2640.87
5/1/2018,825.3098,517.25,544.56,455.35,951.27,607.17,1141.98,356.71,190.59,148.24,261.39,2648.05
6/1/2018,840.7598,508.01,558.35,450.24,951.46,623.49,1223.45,363.22,194.35,144.87,256.98,2705.27
7/1/2018,870.2278,529.08,561.54,441.15,965.78,602.1,1218.64,363.65,201.9,148.12,263.3,2718.37
8/1/2018,885.1493,549.6,569.16,463.85,1028.39,645.78,1243.45,374.38,203.92,149.6,268.11,2816.29
9/1/2018,929.2281,551.48,547.58,469.32,1071.38,645.72,1327.21,371.6,208.46,153.99,269.7,2901.52
10/1/2018,938.228,554.91,560.91,458.18,1101.37,659.07,1322.07,363.12,201.86,160.55,267.28,2913.98
